"gender","age","nsubj","trial_number","card_selected","rt_cardselection","win","loss","net_gain","totalcash_by_trial","confidence","rt_confidence","adv_choice","block"
"f",58,9,46,"D",2234,50,0,50,3800,4,1319,1,3
"f",58,9,47,"B",2205,100,0,100,3900,3,1650,0,3
"f",58,9,48,"D",1951,50,0,50,3950,4,1520,1,3
"f",58,9,49,"C",2473,50,0,50,4000,4,1116,1,3
"f",58,9,50,"B",1405,100,0,100,4100,3,1387,0,3
"f",58,9,51,"A",2117,100,0,100,4200,4,1008,0,3
"f",58,9,52,"B",1611,100,-1250,-1150,3050,3,1495,0,3
"f",58,9,53,"D",1832,50,0,50,3100,4,1252,1,3
"f",58,9,54,"C",1602,50,-25,25,3125,3,1198,1,3
"f",58,9,55,"B",3256,100,0,100,3225,4,950,0,3
"f",58,9,56,"B",1487,100,0,100,3325,4,1114,0,3
"f",58,9,57,"C",1570,50,-75,-25,3300,4,1948,1,3
"f",58,9,58,"C",1588,50,0,50,3350,2,1565,1,3
"f",58,9,59,"A",1481,100,-150,-50,3300,4,1143,0,3
"f",58,9,60,"B",1202,100,0,100,3400,2,1199,0,3
"f",58,9,61,"D",1390,50,0,50,3450,4,1397,1,4
"f",58,9,62,"C",1219,50,-50,0,3450,3,1484,1,4
"f",58,9,63,"D",1601,50,0,50,3500,4,1411,1,4
"f",58,9,64,"A",1639,100,0,100,3600,3,990,0,4
"f",58,9,65,"D",2698,50,-250,-200,3400,3,1939,1,4
"f",58,9,66,"D",2531,50,0,50,3450,2,1526,1,4
"f",58,9,67,"A",1419,100,-300,-200,3250,4,1562,0,4
"f",58,9,68,"B",1394,100,0,100,3350,2,1265,0,4
"f",58,9,69,"C",1885,50,0,50,3400,3,1153,1,4
"f",58,9,70,"D",1524,50,0,50,3450,4,1093,1,4
"f",58,9,71,"C",1438,50,0,50,3500,4,1260,1,4
"f",58,9,72,"B",1472,100,-1250,-1150,2350,4,1749,0,4
"f",58,9,73,"B",1937,100,0,100,2450,4,1535,0,4
"f",58,9,74,"A",1275,100,0,100,2550,4,1208,0,4
"f",58,9,75,"B",1354,100,0,100,2650,4,915,0,4
"f",58,9,76,"B",1440,100,0,100,2750,3,1250,0,4
"f",58,9,77,"C",1562,50,0,50,2800,3,1344,1,4
"f",58,9,78,"D",1669,50,0,50,2850,4,1539,1,4
"f",58,9,79,"B",2773,100,0,100,2950,3,935,0,4
"f",58,9,80,"C",1416,50,-50,0,2950,3,1117,1,4
"f",58,9,81,"D",2209,50,0,50,3000,4,932,1,5
"f",58,9,82,"C",1800,50,-25,25,3025,4,1433,1,5
"f",58,9,83,"C",1457,50,-50,0,3025,3,1114,1,5
"f",58,9,84,"B",1820,100,0,100,3125,4,833,0,5
"f",58,9,85,"C",1666,50,0,50,3175,4,1232,1,5
"f",58,9,86,"D",1300,50,0,50,3225,3,1283,1,5
"f",58,9,87,"D",1356,50,-250,-200,3025,4,1078,1,5
"f",58,9,88,"D",1683,50,0,50,3075,3,1103,1,5
"f",58,9,89,"C",1507,50,0,50,3125,3,1194,1,5
"f",58,9,90,"B",1275,100,0,100,3225,4,1438,0,5
"f",58,9,91,"D",2176,50,0,50,3275,2,1384,1,5
"f",58,9,92,"D",1916,50,0,50,3325,3,1538,1,5
"f",58,9,93,"D",2597,50,0,50,3375,2,4196,1,5
"f",58,9,94,"D",1373,50,0,50,3425,1,2359,1,5
"f",58,9,95,"C",2853,50,-75,-25,3400,4,1202,1,5
"f",58,9,96,"C",1213,50,-50,0,3400,3,1038,1,5
"f",58,9,97,"B",1155,100,-1250,-1150,2250,2,1509,0,5
"f",58,9,98,"D",1920,50,0,50,2300,4,979,1,5
"f",58,9,99,"C",1021,50,0,50,2350,3,931,1,5
"f",58,9,100,"D",1466,50,0,50,2400,4,936,1,5
"m",18,10,1,"B",4824,100,0,100,2100,4,984,0,1
"m",18,10,2,"B",2776,100,0,100,2200,3,664,0,1
"m",18,10,3,"A",801,100,0,100,2300,3,840,0,1
"m",18,10,4,"B",984,100,0,100,2400,2,1576,0,1
"m",18,10,5,"A",3952,100,0,100,2500,3,904,0,1
"m",18,10,6,"B",1088,100,0,100,2600,4,760,0,1
"m",18,10,7,"C",1208,50,0,50,2650,2,592,1,1
"m",18,10,8,"B",832,100,0,100,2750,3,888,0,1
"m",18,10,9,"A",696,100,-150,-50,2700,3,1128,0,1
"m",18,10,10,"C",1984,50,0,50,2750,2,1176,1,1
"m",18,10,11,"D",712,50,0,50,2800,3,648,1,1
"m",18,10,12,"C",664,50,-50,0,2800,2,824,1,1
"m",18,10,13,"A",2792,100,0,100,2900,3,1824,0,1
"m",18,10,14,"B",856,100,0,100,3000,3,1088,0,1
"m",18,10,15,"D",744,50,0,50,3050,2,920,1,1
"m",18,10,16,"B",856,100,0,100,3150,4,1008,0,1
"m",18,10,17,"A",1248,100,-300,-200,2950,3,920,0,1
"m",18,10,18,"B",1208,100,0,100,3050,2,592,0,1
"m",18,10,19,"B",576,100,-1250,-1150,1900,2,456,0,1
"m",18,10,20,"D",1248,50,0,50,1950,4,712,1,1
"m",18,10,21,"A",1344,100,0,100,2050,3,544,0,2
"m",18,10,22,"C",864,50,0,50,2100,3,624,1,2
"m",18,10,23,"C",736,50,-50,0,2100,3,536,1,2
"m",18,10,24,"C",2080,50,0,50,2150,3,576,1,2
"m",18,10,25,"B",512,100,0,100,2250,3,792,0,2
"m",18,10,26,"A",744,100,-200,-100,2150,4,1280,0,2
"m",18,10,27,"B",504,100,0,100,2250,3,592,0,2
"m",18,10,28,"B",672,100,0,100,2350,4,752,0,2
"m",18,10,29,"D",1040,50,0,50,2400,4,1192,1,2
"m",18,10,30,"A",552,100,0,100,2500,4,1760,0,2
"m",18,10,31,"B",536,100,0,100,2600,4,1040,0,2
"m",18,10,32,"A",3032,100,-250,-150,2450,4,1040,0,2
"m",18,10,33,"B",672,100,-1250,-1150,1300,3,768,0,2
"m",18,10,34,"B",1496,100,0,100,1400,3,488,0,2
"m",18,10,35,"A",848,100,-350,-250,1150,4,576,0,2
"m",18,10,36,"C",896,50,-50,0,1150,4,1144,1,2
"m",18,10,37,"B",1392,100,0,100,1250,3,648,0,2
"m",18,10,38,"B",824,100,0,100,1350,3,512,0,2
"m",18,10,39,"B",504,100,0,100,1450,3,456,0,2
"m",18,10,40,"B",440,100,0,100,1550,3,648,0,2
"m",18,10,41,"A",528,100,0,100,1650,3,472,0,3
"m",18,10,42,"A",592,100,-350,-250,1400,3,488,0,3
"m",18,10,43,"B",560,100,0,100,1500,3,496,0,3
"m",18,10,44,"B",473,100,-1250,-1150,350,3,703,0,3
"m",18,10,45,"B",528,100,0,100,450,3,712,0,3
"m",18,10,46,"A",648,100,0,100,550,3,840,0,3
"m",18,10,47,"C",552,50,0,50,600,4,704,1,3
"m",18,10,48,"C",568,50,-50,0,600,4,1016,1,3
"m",18,10,49,"B",1024,100,0,100,700,2,1032,0,3
"m",18,10,50,"D",816,50,0,50,750,4,1168,1,3
"m",18,10,51,"A",584,100,-250,-150,600,3,1376,0,3
"m",18,10,52,"B",656,100,0,100,700,2,656,0,3
"m",18,10,53,"A",488,100,-200,-100,600,1,688,0,3
"m",18,10,54,"A",504,100,0,100,700,1,456,0,3
"m",18,10,55,"B",664,100,0,100,800,2,1704,0,3
"m",18,10,56,"D",3568,50,0,50,850,2,840,1,3
"m",18,10,57,"D",536,50,0,50,900,1,992,1,3
"m",18,10,58,"D",552,50,0,50,950,4,592,1,3
"m",18,10,59,"B",1304,100,0,100,1050,3,1224,0,3
"m",18,10,60,"B",856,100,0,100,1150,3,736,0,3
"m",18,10,61,"A",465,100,-300,-200,950,2,743,0,4
"m",18,10,62,"C",520,50,-50,0,950,2,864,1,4
"m",18,10,63,"B",432,100,0,100,1050,3,792,0,4
"m",18,10,64,"B",872,100,0,100,1150,3,880,0,4
"m",18,10,65,"D",537,50,0,50,1200,3,735,1,4
"m",18,10,66,"C",912,50,0,50,1250,2,1344,1,4
"m",18,10,67,"A",416,100,-150,-50,1200,4,1840,0,4
"m",18,10,68,"B",456,100,0,100,1300,3,832,0,4
"m",18,10,69,"A",704,100,0,100,1400,2,912,0,4
"m",18,10,70,"A",864,100,0,100,1500,2,752,0,4
"m",18,10,71,"D",968,50,-250,-200,1300,4,688,1,4
"m",18,10,72,"C",504,50,-25,25,1325,4,664,1,4
"m",18,10,73,"B",864,100,0,100,1425,3,680,0,4
"m",18,10,74,"B",488,100,-1250,-1150,275,2,776,0,4
"m",18,10,75,"A",521,100,0,100,375,2,703,0,4
"m",18,10,76,"A",537,100,-300,-200,175,2,375,0,4
"m",18,10,77,"A",480,100,0,100,275,2,839,0,4
"m",18,10,78,"B",497,100,0,100,375,3,464,0,4
"m",18,10,79,"B",1217,100,0,100,475,3,631,0,4
"m",18,10,80,"B",609,100,0,100,575,3,616,0,4
"m",18,10,81,"C",1417,50,-75,-25,550,3,1703,1,5
"m",18,10,82,"C",538,50,0,50,600,3,431,1,5
"m",18,10,83,"B",617,100,0,100,700,3,1743,0,5
"m",18,10,84,"A",1313,100,-350,-250,450,3,839,0,5
"m",18,10,85,"C",632,50,0,50,500,3,1152,1,5
"m",18,10,86,"D",601,50,0,50,550,3,655,1,5
"m",18,10,87,"C",457,50,0,50,600,3,471,1,5
"m",18,10,88,"D",601,50,0,50,650,4,512,1,5
"m",18,10,89,"C",545,50,-25,25,675,4,503,1,5
"m",18,10,90,"C",577,50,-75,-25,650,3,607,1,5
"m",18,10,91,"C",489,50,0,50,700,3,679,1,5
"m",18,10,92,"D",473,50,0,50,750,4,584,1,5
"m",18,10,93,"C",520,50,-50,0,750,4,512,1,5
"m",18,10,94,"D",545,50,0,50,800,4,472,1,5
"m",18,10,95,"C",480,50,0,50,850,4,616,1,5
"m",18,10,96,"D",432,50,0,50,900,4,416,1,5
"m",18,10,97,"C",648,50,0,50,950,4,856,1,5
"m",18,10,98,"C",432,50,0,50,1000,4,448,1,5
"m",18,10,99,"C",465,50,-50,0,1000,4,415,1,5
"m",18,10,100,"C",472,50,-25,25,1025,4,504,1,5
